item,itemLabel,twitter_username,user_id
http://www.wikidata.org/entity/Q323161,Deuter Sport,http://www.wikidata.org/entity/statement/Q323161-503fe08c-4f36-17b6-9925-9ea0d09495d8,43923465
http://www.wikidata.org/entity/Q323688,Pilz,http://www.wikidata.org/entity/statement/Q323688-4d9b7832-4cc9-c1a9-3fa8-46b9b707e404,149048916
http://www.wikidata.org/entity/Q323959,LaserSoft Imaging,http://www.wikidata.org/entity/statement/Q323959-61d7cfe8-4737-264e-ff83-055cffcd9609,56648595
http://www.wikidata.org/entity/Q324784,Toni&Guy,http://www.wikidata.org/entity/statement/Q324784-185f3c51-43ef-0e12-1bcf-373540770429,176468227
http://www.wikidata.org/entity/Q325789,Jefferies & Company,http://www.wikidata.org/entity/statement/Q325789-612a0f8d-4561-0db0-2339-fe781f6b8ac8,491425942
http://www.wikidata.org/entity/Q327634,T-Mobile International,http://www.wikidata.org/entity/statement/Q327634-08f92476-449c-1540-c630-d2cad54a9b0a,17338082
http://www.wikidata.org/entity/Q327634,T-Mobile International,http://www.wikidata.org/entity/statement/Q327634-4b62ce47-4b2c-e023-7dd2-e732f48d854c,185728888
http://www.wikidata.org/entity/Q657230,Festo,http://www.wikidata.org/entity/statement/Q657230-0567731C-2998-4BCB-B9B4-1EEBC08B3010,484590734
http://www.wikidata.org/entity/Q152815,Heckler & Koch,http://www.wikidata.org/entity/statement/Q152815-b129761e-4aae-33cd-8954-d283c2bcbfa5,1149088920
http://www.wikidata.org/entity/Q156203,Bild,http://www.wikidata.org/entity/statement/Q156203-d0a0efe9-4fe3-b253-0184-923a1c0d9db1,9204502
http://www.wikidata.org/entity/Q156391,Steinway & Sons,http://www.wikidata.org/entity/statement/Q156391-98d473b2-4581-d7d5-8679-a8982a62fed3,83587284
http://www.wikidata.org/entity/Q156959,Merck,http://www.wikidata.org/entity/statement/Q156959-675d2aad-44a2-6fa6-4b3d-82c153f1dd51,35961145
http://www.wikidata.org/entity/Q157064,Puma SE,http://www.wikidata.org/entity/statement/Q157064-30810898-48ab-5a69-d94e-7d59affd5a6f,50883209
http://www.wikidata.org/entity/Q157645,Deutsche Post AG,http://www.wikidata.org/entity/statement/Q157645-20798b55-488c-7ec0-b737-12926bdae78c,197352549
http://www.wikidata.org/entity/Q157852,Deutsche Börse,http://www.wikidata.org/entity/statement/Q157852-18674DD3-8640-4E4E-A16E-6152A40250FA,82923521
http://www.wikidata.org/entity/Q161833,Leica Camera,http://www.wikidata.org/entity/statement/Q161833-5289e99b-4652-6ba6-5b19-6b0983b76045,3723373935
http://www.wikidata.org/entity/Q161833,Leica Camera,http://www.wikidata.org/entity/statement/Q161833-66f5bb35-43db-4f81-35e1-282a0914d259,73093562
http://www.wikidata.org/entity/Q161833,Leica Camera,http://www.wikidata.org/entity/statement/Q161833-ee3b148a-48a7-d44e-10e3-f66fe76e67e2,24884768
http://www.wikidata.org/entity/Q163566,KUKA Roboter,http://www.wikidata.org/entity/statement/Q163566-09c1f7b4-4a9f-567a-099a-24f66dd7a014,4876143808
http://www.wikidata.org/entity/Q163566,KUKA Roboter,http://www.wikidata.org/entity/statement/Q163566-58c274ae-43cc-bd3f-7275-767992cd59ac,187426749
http://www.wikidata.org/entity/Q163566,KUKA Roboter,http://www.wikidata.org/entity/statement/Q163566-9a7f2387-4cb5-8e11-0380-a14fc775d676,1470585043
http://www.wikidata.org/entity/Q163566,KUKA Roboter,http://www.wikidata.org/entity/statement/Q163566-cd1fb35d-45e4-bc41-a284-c1e5d32b4417,106047757
http://www.wikidata.org/entity/Q167221,Sennheiser,http://www.wikidata.org/entity/statement/Q167221-2a99a62b-4f87-61f5-dbf4-92ea0953f10d,260790264
http://www.wikidata.org/entity/Q167221,Sennheiser,http://www.wikidata.org/entity/statement/Q167221-3534A027-2FEA-4C37-9A4B-15EB18E5D3DD,19653892
http://www.wikidata.org/entity/Q167221,Sennheiser,http://www.wikidata.org/entity/statement/Q167221-529da37e-4fc2-7617-f31b-3ae5e9176f5d,21859316
http://www.wikidata.org/entity/Q167221,Sennheiser,http://www.wikidata.org/entity/statement/Q167221-64ce0708-4b48-144b-027e-683ad925967e,t2333060399
http://www.wikidata.org/entity/Q671990,Kempinski,http://www.wikidata.org/entity/statement/Q671990-4F544C58-9FB7-425A-A94F-11F3E8549031,75712305
http://www.wikidata.org/entity/Q678262,Leipziger Messe GmbH,http://www.wikidata.org/entity/statement/Q678262-19dd0d25-4f43-5f41-7f67-2c495b1ec677,140568350
http://www.wikidata.org/entity/Q681157,G Data CyberDefense,http://www.wikidata.org/entity/statement/Q681157-B2710110-302C-4A6F-88FB-EBADBC362F16,67562902
http://www.wikidata.org/entity/Q681849,XING,http://www.wikidata.org/entity/statement/Q681849-4d1b3f13-41bd-0689-d558-abe5e91b783c,14885946
http://www.wikidata.org/entity/Q682992,Lanxess,http://www.wikidata.org/entity/statement/Q682992-56AF71F4-B702-4063-8B68-A4C0A49D4B50,42908229
http://www.wikidata.org/entity/Q685926,Hornbach,http://www.wikidata.org/entity/statement/Q685926-f846f027-41c0-e4c9-d579-dd520fb48c11,75277085
http://www.wikidata.org/entity/Q685967,Kaufland,http://www.wikidata.org/entity/statement/Q685967-e23f84bd-4818-65ad-742c-1d738f804ba2,258698942
http://www.wikidata.org/entity/Q686292,Steinberg Media Technologies,http://www.wikidata.org/entity/statement/Q686292-6b379615-4b42-198a-00f9-10ae69225bb4,22643060
http://www.wikidata.org/entity/Q689129,PERI,http://www.wikidata.org/entity/statement/Q689129-39DE9207-9D0E-4AD6-9E61-FA78290AD3A1,282497821
http://www.wikidata.org/entity/Q353496,Adecco Personaldienstleistungen,http://www.wikidata.org/entity/statement/Q353496-997d4130-49c1-8101-3ca4-7b7673e661cc,218825371
http://www.wikidata.org/entity/Q358196,Adler Modemärkte,http://www.wikidata.org/entity/statement/Q358196-38362fc7-42ce-7a5b-cf07-59dee8ebba19,77987081
http://www.wikidata.org/entity/Q368535,Four Music,http://www.wikidata.org/entity/statement/Q368535-4CB891CD-60D4-41E5-8697-7EF5A770ECB8,t5739436
http://www.wikidata.org/entity/Q383711,Dekra SE,http://www.wikidata.org/entity/statement/Q383711-1AFA04C4-1B30-4251-9A78-097A212FB259,749164735
http://www.wikidata.org/entity/Q391080,Motel One,http://www.wikidata.org/entity/statement/Q391080-ABF4283E-AA36-4D97-BF52-CCDE8E8BB9A0,44087347
http://www.wikidata.org/entity/Q391895,Siemens Mobility,http://www.wikidata.org/entity/statement/Q391895-97E8E11D-8C5F-40F0-9570-5E1497D80023,1359540667
http://www.wikidata.org/entity/Q413887,Akademie Deutsche POP,http://www.wikidata.org/entity/statement/Q413887-55C2B87C-C9F4-4688-9F48-6E4262ED4BFB,33846399
